State,MSN,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
IL,Coal,914648,899157,912473,912344,944485,1014492,1072076,1030722,1006199,1012703,920303,843847,852205,884606,874930,845574,862231,860555,841562,845402,844481,796603,778512,848229,833205,811110,804201,783231,745182,720967,748159,757572,698647,812832,825387,826679,919858,974920,949046,958832,1016555,983729,986832,1010087,1069538,1047532,1045398,1091382,1103163,1014972,1069037,1052224,969294,1026925
IL,Ethenol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494,2070,1935,4369,7076,9692,11329,11858,12817,11367,12555,14435,14299,17850,14985,10875,15823,18747,19908,23956,27326,25249,32688,33812,30310,29968,34023,41659,38842,40345,38558,38327,39470
IL,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,270,293,316,336,310,331,350,374,388,439,439,474,517,672,730,836,969,1173,1399,1744,1965,1905,2042,2042
IL,Hydropower,1986,2101,1999,1855,1860,1827,1804,1874,1731,1781,1747,1429,1557,1339,1300,1274,1345,1351,1332,1345,1438,1399,1297,1414,1468,1422,1477,1116,671,1038,1497,1403,1441,1342,1244,1278,1092,992,1404,1453,1467,1488,1311,1402,1538,1290,1719,1519,1365,1331,1157,1365,1058,1148
IL,Natural Gas,536127,576551,624035,655743,737326,778662,868621,979649,1027219,1121210,1203225,1260009,1237471,1176722,1175830,1123588,1204616,1199778,1196435,1170615,1113694,1083196,1016051,976812,1074089,1000521,943690,886538,982765,1017433,960188,1006478,1011482,1053089,1046644,1099670,1140520,1099809,978337,1026415,1053319,970648,1063528,1013464,966552,984187,908302,980075,1014508,968495,974412,997722,950711,1073913
IL,Nuclear Energy,2958,6144,13870,11093,11710,11393,16358,9325,10380,9111,27600,47396,141019,218614,218667,245760,292243,307424,360238,298772,302604,325199,305891,305571,379243,415387,450809,524124,733298,791821,760711,753444,772156,823235,759385,824598,732840,535916,583254,854224,932749,964500,948761,987308,959869,973293,982498,1004100,994526,998562,1005374,1002694,1010189,1014926
IL,Petroleum,1105175,1105791,1120080,1150577,1167173,1221031,1236520,1283911,1381752,1431856,1488675,1492919,1644289,1709539,1645960,1624260,1674119,1715186,1783617,1683974,1451480,1267401,1169893,1200051,1100975,1091733,1114497,1163495,1211504,1105317,1101969,1053471,1079332,1120755,1130448,1140056,1183692,1188677,1185674,1295841,1286709,1260800,1224322,1272797,1321017,1436229,1373002,1361679,1314105,1235142,1237282,1222806,1191390,1234444
IL,Solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,52,53,60,69,85,105,113,137,182,213,213,257,345,422,573,754,939,1120,1313,1477,2033,2376,2682,2952
IL,Total Consumption,2622960,2650014,2734187,2796738,2927816,3093823,3265929,3376621,3503879,3656531,3720184,3723998,3956405,4075866,4001991,3923704,4126806,4184218,4306370,4126670,3895551,3668789,3476431,3564339,3614427,3555340,3570606,3633539,3966342,3873613,3755007,3763617,3762788,3975658,3931601,4056040,4130551,3959482,3853102,4298556,4455898,4349611,4404056,4487523,4521523,4610867,4468080,4621784,4651194,4473072,4559351,4540858,4397074,4655376
IL,Wood and Waste,31033,30135,30865,32563,32631,33209,35275,35570,38299,39935,39317,39199,39932,42523,42652,41624,46126,49962,61593,63281,90927,95574,95580,105324,97805,99245,106422,113289,121721,93469,69634,71166,71921,53276,51009,52191,59268,53157,46561,49492,44917,41960,44134,44389,44709,31519,25253,27489,29224,37841,36504,26962,25600,31055
IL,Wind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,782,1411,2525,6567,23029,27519,43450,60367,73528,91834
IN,Biomass,23477,23062,23293,23463,22696,22081,23325,22475,23233,23801,23295,22643,26828,27118,27370,26719,31049,34870,42076,47318,51217,53864,54622,63524,60559,65218,66688,71478,75580,64821,55709,57183,56616,48311,46872,49123,44255,40412,38669,42374,41611,46061,49816,51496,51699,56936,47177,58748,87913,94504,98571,105544,103962,107837
IN,Coal,794942,798090,785052,815496,860401,900562,967518,930848,961526,996123,1006824,942253,1050876,1097874,1038072,1061168,1062942,1109953,1074576,1171644,1156965,1150611,1007163,1105128,1209499,1193273,1130131,1166555,1267244,1292598,1361800,1338976,1291098,1319875,1297228,1344410,1374505,1423469,1447976,1477167,1595037,1569235,1547530,1570700,1614210,1594399,1587100,1572084,1558078,1365413,1449371,1333442,1193465,1198611
IN,Ethenol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,994,4233,4567,4538,5036,5794,5492,6118,5227,6210,5916,6202,6105,7706,3925,5268,5018,8799,9822,9146,10392,11133,11256,12689,13423,16420,22107,24358,23930,23790,24636,25650
IN,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453,502,544,587,624,670,726,794,856,934,1029,1029,1120,1221,1605,1759,2024,2306,2718,3180,3912,4408,4499,4647,4647
IN,Hydropower,1079,1137,796,544,472,979,990,4888,5444,6170,5199,4513,3998,4984,4647,4623,4972,3898,3737,4540,4928,5317,4473,4401,4548,4451,5285,5279,4553,4697,4588,4164,5817,4623,4197,4818,4636,5736,4881,4162,6001,5897,4184,4293,4444,4382,4855,4447,4304,4914,4426,3972,4125,3692
IN,Natural Gas,219758,248273,281781,297815,333685,357502,399896,434632,454467,531512,548640,570398,580410,541215,530276,472567,420969,394286,436149,499345,483872,492875,475328,429331,455450,436421,398738,416302,463665,469446,459072,463713,488813,524508,526011,541633,579513,562765,530637,566981,584850,513752,543346,572890,531441,540671,504740,547583,558591,514548,580752,638237,657719,683069
IN,Nuclear Energy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IN,Petroleum,601286,593798,603936,615943,620931,648095,659971,657398,701592,711222,731192,769364,823943,862271,851863,815134,878094,911865,930390,851230,743168,683814,638984,636807,715244,712648,758331,798847,772005,792490,816542,783877,779751,808719,837180,817780,819704,825239,822287,854441,861092,812208,864101,897747,876961,873127,874614,852413,802249,782474,778444,775936,744333,784700
IN,Solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,13,16,20,25,26,33,33,35,35,35,37,42,41,71,89,106,118,128,173,205,295,324,640
IN,Total Consumption,1664019,1687422,1718151,1776724,1860881,1951300,2075025,2072716,2169495,2292629,2338445,2331814,2512883,2560580,2479598,2406930,2429075,2489742,2529004,2621395,2491367,2440345,2235192,2302715,2505859,2473214,2421635,2525341,2654034,2685030,2750341,2701471,2675609,2750980,2754623,2803426,2865984,2895930,2880600,2985351,3127437,2990203,3054417,3143744,3126441,3123029,3062573,3081831,3072368,2835500,2999159,2948130,2792635,2874871
IN,Wood and Waste,23477,23062,23293,23463,22696,22081,23325,22475,23233,23801,23295,22643,26828,27118,27370,26719,31049,34870,42076,47318,51217,53864,53628,59291,55992,56665,57426,61086,65495,54394,46888,46791,46995,38098,36335,37204,38619,32152,30163,30363,27960,32747,33785,33839,34600,38712,28252,27300,33469,31509,30427,30494,28877,32812
IN,Wind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2349,13695,28625,31921,30547,33213
KS,Biomass,3912,3684,3508,3624,3534,3358,3391,3252,3353,3214,3659,3866,5654,5999,5846,5763,6472,6820,7491,7891,9002,8403,10323,10649,14596,14750,21730,20424,21607,17552,13652,14097,14026,13322,12823,12656,11467,9977,9495,9731,9482,9929,14324,17628,15318,17863,17327,23274,39419,37082,39348,41128,38489,40719
KS,Coal,15724,13478,14595,16716,14827,15282,13680,12231,12740,9771,10701,10817,12416,24625,39107,62280,73379,89517,136849,147482,191574,212932,212511,231156,274843,259501,251692,267406,269294,267926,271741,268537,253303,302570,300955,289709,338314,310907,309382,329308,362797,354647,391664,389464,385498,379823,364212,396333,371804,356079,359908,346521,307585,326817
KS,Ethenol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,61,543,2123,1836,1752,1181,1018,991,606,591,580,504,476,382,235,236,290,485,214,202,2444,3465,347,2591,2611,5022,9113,8764,8713,8785,8295,8417
KS,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,43,63,83,102,121,139,174,194,249,253,253,277,302,411,462,541,583,630,689,803,906,1005,974,974
KS,Hydropower,211,171,162,174,140,140,138,97,106,67,71,75,48,32,70,48,54,33,49,38,86,80,68,58,78,93,87,93,119,104,138,110,101,51,102,116,113,142,117,126,156,264,130,126,126,113,96,104,104,125,129,143,99,139
KS,Natural Gas,373664,364020,373666,367759,391306,440802,481093,446454,490591,540660,574542,605775,626853,597207,578795,490748,505408,497279,507973,571266,481990,422564,400519,345858,360762,354756,307990,343155,347982,338559,352645,373151,338755,386513,415552,367750,360921,338569,325041,302023,314868,273863,307432,284722,260117,258695,269274,291695,292523,292425,280413,285318,268086,289018
KS,Nuclear Energy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40960,73616,67572,70503,102753,83328,61422,88906,82977,89145,105723,86176,88469,109219,95687,94495,108050,94413,92648,105664,92055,97570,108762,88812,91710,99876,76585,86818,74902
KS,Petroleum,252897,253844,264661,269518,263196,277373,279915,282101,300365,305265,303057,306414,333254,353094,354630,384406,402841,409465,423782,439799,373275,335698,338262,345706,410744,394751,392435,397026,434522,413406,400748,368047,383798,354342,348350,354957,372789,376454,378987,423344,391680,378875,365612,424414,414073,344672,354472,409730,399720,402250,411216,400799,400066,414237
KS,Solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,37,37,37,38,38,39,38,37,36,34,30,27,24,20,17,20,26,29,31,33,40,47,55,66
KS,Total Consumption,650320,638881,660100,661415,676537,740313,781608,747387,810508,862191,895689,930813,983879,986956,984294,949008,994626,1009934,1083635,1174367,1064929,987897,971397,942935,1074265,1078115,1067758,1114443,1163980,1156358,1134689,1098054,1091701,1151323,1177854,1141818,1180686,1133396,1140490,1168847,1181609,1134517,1189211,1224908,1193625,1108224,1120702,1252107,1225166,1222937,1239531,1204545,1167288,1253744
KS,Wood and Waste,3912,3684,3508,3624,3534,3358,3391,3252,3353,3214,3659,3866,5654,5999,5846,5763,6472,6820,7491,7891,9002,8084,9653,8965,11118,11468,18455,17586,18934,15008,11751,11999,12111,10903,10291,10347,10459,8411,7674,7856,7634,7971,8118,8305,8411,7593,4692,5136,5614,5721,5762,8071,7382,8453
KS,Wind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,412,4748,3705,3592,4258,9839,11392,17337,27945,33220,36143,49439,90002
KY,Biomass,22418,21538,22130,23192,21760,21678,22592,22511,22928,23353,23719,24859,27438,27910,31187,30821,35344,29568,37550,41737,25284,27999,34572,31669,40577,42440,40254,36128,36965,30923,20277,21060,22118,17276,15791,15948,18997,13508,11476,11764,11972,12987,23337,29511,32124,43509,41976,46400,49552,49148,51017,51560,49822,55381
KY,Coal,286738,288113,287376,368036,401711,415492,426294,434203,444142,470838,527054,550397,583808,573386,593822,558334,617452,613466,617183,609287,641685,663926,626978,637850,670985,716929,749913,746716,821777,767632,803503,802748,812932,921147,896399,929379,952091,977760,958990,987592,997621,1013055,950941,943652,961759,986263,1023263,1020709,1024816,937106,1009823,1010623,909705,914774
KY,Ethenol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,156,811,2552,3628,5546,6398,5537,4049,2915,2865,3361,2119,894,449,466,553,327,305,234,335,2187,4880,4262,9532,9868,11932,15290,16847,17186,17106,17715,18111
KY,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,237,256,276,294,366,400,450,488,552,597,597,672,733,971,1071,1238,1391,1608,1855,2258,2544,2700,2712,2712
KY,Hydropower,28333,27109,29293,24399,25262,25760,26718,38563,30430,27974,33303,37053,39127,39719,35482,36035,32766,34572,32964,40794,30538,27160,34944,34123,36684,30727,28559,30712,25013,45945,32874,38173,38961,32526,41404,35303,36159,34522,31774,26144,23713,39839,40944,39974,37863,29609,25707,16492,18895,32380,25173,28850,22475,31249
KY,Natural Gas,153807,156328,163826,173508,179666,176734,152219,197083,201137,240050,252265,248514,259546,250136,231423,209199,248673,221936,215021,220854,204104,202237,191175,177792,193419,177685,173525,178271,190890,195872,191707,196253,200904,213069,221322,245578,248057,239332,212108,225393,234181,216706,236125,231485,233362,240869,217169,236003,233180,214279,239062,229056,232702,236062
KY,Nuclear Energy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KY,Petroleum,201349,200263,224006,229383,235845,257214,283141,293020,319650,341607,358101,361488,388590,418119,409483,416202,446870,478917,498694,502982,481867,433550,430434,450258,458359,444837,450712,482248,512064,527914,502009,498409,528634,529761,530148,542277,528418,565116,581649,608305,596184,629861,686926,650340,709342,708378,710543,703709,662981,657754,640265,621799,603127,588874
KY,Solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,4,4,4,4,4,4,4,4,4,5,4,34,40,46,50,62,80,97,122,130,188
KY,Total Consumption,715063,714889,748761,841710,886004,918556,933556,1007891,1041215,1127175,1218161,1247170,1325947,1337180,1332584,1281412,1416449,1408027,1438962,1457391,1408762,1382871,1352676,1363361,1440601,1455058,1483218,1510202,1623674,1599426,1570887,1577964,1625948,1731353,1721225,1784837,1803173,1844238,1808029,1871563,1876244,1926111,1962348,1925448,2006223,2052023,2060364,2069360,2038955,1940207,2016971,1994301,1868650,1882697
KY,Wood and Waste,22418,21538,22130,23192,21760,21678,22592,22511,22928,23353,23719,24859,27438,27910,31187,30821,35344,29568,37550,41737,25284,27975,34417,30858,38025,38812,34709,29729,31428,26874,17362,18196,18758,15157,14897,15499,18531,12955,11149,11459,11738,12652,21150,24631,26406,32585,30401,32457,32324,30355,31804,32485,30262,35346
KY,Wind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LA,Biomass,38992,37174,36785,39147,39291,38299,39754,37685,40791,40698,41620,41912,44819,45748,44928,42358,45170,46692,47825,44717,64707,68263,69667,74654,78816,79343,102343,102199,104615,129643,118502,121049,124568,125335,137993,142091,142258,138717,136243,139727,136411,127962,134385,142784,177812,142401,141479,141127,101609,104230,112227,113502,113442,125474
LA,Coal,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1774,3747,2518,2456,23727,64251,106718,119071,159097,171903,172355,212090,207701,208871,214236,223538,223457,230869,216826,205405,226065,225283,227687,253263,239990,232109,247978,256716,253518,265214,249800,262470,252519,259750,269993,238811,228055
LA,Ethenol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,806,2532,2137,671,528,317,591,770,764,1079,644,155,65,56,136,23,0,3115,3967,4020,167,155,490,4121,10877,20155,19496,18347,19415
LA,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,121,131,141,150,233,259,300,328,386,451,451,502,544,700,778,902,996,1125,1279,1520,1708,1891,1842,1842
LA,Hydropower,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6829,6851,6789,12700,10027,9819,9967,10580,10838,8199,5430,7566,9069,9031,11006,8109,7074,8171,10488,12067,10817,10144,6470,9966
LA,Natural Gas,1003771,1064610,1050301,1128773,1201445,1156449,1245597,1440390,1539750,1784110,1894224,1938558,1996015,2072164,2068614,1854766,2121366,2274100,2349710,2051384,1862179,1847639,1629186,1472328,1661309,1441820,1496106,1560707,1506424,1622888,1654692,1596766,1619499,1637028,1649015,1737257,1687569,1857072,1679040,1558295,1625863,1341778,1470652,1349390,1389515,1363427,1341886,1423511,1359699,1302632,1471322,1525136,1576093,1501107
LA,Nuclear Energy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26102,112532,128688,146152,131136,150230,146317,108433,151238,133562,164812,165578,141785,172341,137016,164734,181041,180702,168069,178110,163598,174634,179127,160658,175524,194818,173859,164092,177156
LA,Petroleum,474366,477643,498286,588217,636956,647367,706264,752397,823193,888969,904199,926147,1045837,1197697,1264615,1210709,1384453,1612257,1683213,1881754,1864908,1851702,1690774,1571824,1467130,1434849,1530199,1507167,1592095,1577460,1616832,1652297,1741232,1766485,1874307,1827026,1963129,1934800,1855764,1980955,2179390,1974995,1998903,1964209,2076168,1981681,2134970,2139483,2019070,1805651,1955695,1910187,1734447,1714734
LA,Solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,65,71,71,71,73,77,75,72,74,70,64,61,61,67,74,74,77,92,99,108,164,383,601,1074
LA,Total Consumption,1556121,1616602,1622157,1795286,1916984,1880414,2031369,2268157,2444525,2754475,2881663,2948529,3131490,3361357,3423085,3150191,3596159,3981515,4132320,4025090,3858957,3859594,3523545,3300178,3405143,3220554,3515426,3573315,3665990,3798643,3874644,3858766,3948839,4041799,4174072,4240257,4316539,4448135,4216212,4192126,4502017,4001857,4160810,4025012,4267991,4056111,4207809,4283563,4016926,3758398,4118643,4118513,3949162,3884801
LA,Wood and Waste,38992,37174,36785,39147,39291,38299,39754,37685,40791,40698,41620,41912,44819,45748,44928,42358,45170,46692,47825,44717,64707,68263,69667,74654,78627,78537,99811,100062,103943,129114,118185,120457,123798,124571,136914,141446,142103,138651,136187,139590,136388,127962,131270,138817,173792,142234,141324,140637,97433,93270,91987,93922,95017,105978
LA,Wind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MA,Biomass,42784,44105,45238,45338,47137,48698,49749,49846,53961,55409,57139,53852,50384,50682,52494,48983,55418,58949,65463,69761,70853,68711,64010,75676,61934,62713,65546,57049,59645,62436,52055,54712,57721,60375,63487,63255,65776,61397,55485,54773,58184,40329,37465,39006,41175,35806,46329,50718,48038,55980,59866,59129,76182,60369
MA,Coal,118745,120459,119907,115969,123421,127922,112103,101438,87696,60429,21393,13054,7677,5151,26447,24484,3953,4008,3163,4632,22845,26644,89641,96877,116021,110246,99755,117626,116851,121873,114004,117917,112044,99579,101755,105363,113698,122896,109862,113610,114658,109014,118358,109373,105075,119333,112173,120168,106897,92056,83850,42963,24036,42208
MA,Ethenol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,73,695,6105,16508,21172,17649,19550,24457,23612,22931,23388
MA,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,39,57,75,96,112,145,162,215,226,226,240,261,356,403,472,505,540,585,677,764,962,859,859
MA,Hydropower,10570,8664,8352,7424,7011,6938,8368,8337,8140,9202,7904,7395,8918,5820,4465,4342,5084,4408,2215,4537,1642,4496,2632,2920,3098,2740,4095,3228,2190,4212,12995,11635,10454,9096,9676,8958,12290,10537,10500,9966,10866,7259,8902,10886,9999,10418,15004,7882,11389,11723,9720,11161,8683,9460
MA,Natural Gas,80612,84630,92131,99924,108193,115712,117709,129884,133913,138632,149074,158329,162204,157258,156666,154583,157185,161465,161964,157883,185508,187528,199790,196611,215021,224794,191195,233398,217305,260989,273910,283833,344458,350626,381289,391646,387390,411555,367109,361351,357743,364114,404597,415303,383708,386385,378078,418922,415260,408519,447429,464018,430921,454496
MA,Nuclear Energy,394,9931,8017,11181,14166,11407,12572,14707,13757,12614,13272,15554,16179,55829,32196,41636,40475,39571,60943,66113,35255,47766,46212,66116,11221,65141,25604,11863,11841,31906,53647,46304,49653,45574,40330,47133,55922,45234,59782,47218,57487,53719,60237,51880,61928,57138,60832,53701,61339,56437,61853,53212,61402,45251
MA,Petroleum,804152,824032,844126,810169,838679,956456,969544,1042416,1084097,1134996,1240542,1251351,1307422,1309978,1161590,1124696,1215761,1195364,1171918,991052,910163,849386,798432,749698,803792,793313,903158,866210,877161,888060,806247,780009,767855,742826,719166,675150,676538,725633,746097,716597,740425,740865,712311,731288,737435,743882,665452,670055,641697,584359,593149,581939,542979,571057
MA,Solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,192,195,199,202,217,221,221,218,211,200,183,164,160,155,182,208,255,315,409,597,950,1769,4395,8388
MA,Total Consumption,1100041,1135926,1163009,1135343,1185744,1315831,1319794,1396474,1435525,1466691,1546463,1553387,1603168,1635400,1486352,1447707,1533294,1522714,1531129,1363739,1297119,1253242,1264727,1263574,1273021,1321660,1354899,1346423,1344638,1432096,1365125,1349356,1400162,1368728,1379503,1355093,1377756,1439029,1404746,1358714,1397956,1356033,1379756,1397253,1381081,1389448,1324957,1373020,1333688,1266386,1317662,1274878,1226492,1254412
MA,Wood and Waste,42784,44105,45238,45338,47137,48698,49749,49846,53961,55409,57139,53852,50384,50682,52494,48983,55418,58949,65463,69761,70853,68668,64008,75676,61934,62713,65546,57049,59645,62436,52055,54712,57721,60375,63487,63255,65776,61397,55485,54773,58184,40329,37392,38933,40481,29701,29821,29547,30389,36430,35409,35517,53251,36981
MA,Wind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,58,215,596,853,1955
MD,Biomass,23838,23591,23878,25283,25807,27094,28335,29439,31024,31321,31772,30687,32430,32570,31819,31785,34710,38515,41272,43645,32634,30545,37581,33512,38974,39233,35052,30957,32536,36827,26519,26869,27672,32028,32125,37066,40674,36802,34768,36161,36287,20870,24037,27129,28068,31193,38102,41266,40104,47471,51683,49910,49815,54915
MD,Coal,226566,230214,252310,275328,300629,327393,339046,350715,362795,355397,311292,273953,226421,256761,217510,197160,245318,189728,209720,240709,235710,210368,217256,232600,270158,256210,275042,288901,301217,295785,286482,274761,247493,261730,268862,289562,292476,289686,303896,305186,312162,318851,325834,329590,327239,329304,324657,327979,309294,266860,266067,241190,192334,183191
MD,Ethenol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,1,1,1,5,4,0,0,0,0,0,0,0,0,265,224,255,210,214,238,25,3054,20,24,4885,13724,17167,15376,18114,23129,22289,22266,23770
MD,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,72,78,85,90,83,89,94,100,104,118,118,132,144,187,203,233,270,327,390,486,548,532,570,570
MD,Hydropower,14609,12132,12124,10175,11633,11925,13767,20060,16728,14193,20009,18576,23688,22490,20562,24049,21663,21053,17981,22684,13189,14902,14018,18573,21113,15919,19597,16796,13705,18548,23913,14686,18871,17095,20730,14870,25410,16222,17740,14564,17674,12229,16897,26801,25115,17035,20872,16331,19453,18434,16267,24748,15764,16477
MD,Natural Gas,73315,76520,84796,89004,94255,100979,102826,121287,129702,147720,159584,164689,180283,177629,175541,141854,149642,135168,139642,179631,163449,177743,160833,148687,163124,155966,158032,174283,178433,199615,180591,183035,190092,186992,192016,199202,201735,219192,195540,203040,219360,184976,203538,204511,201929,212230,189221,208693,202931,203780,217744,199223,216678,209419
MD,Nuclear Energy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48307,70921,117181,108272,105240,119409,127095,114555,127325,126334,105434,135704,105147,124404,28777,13242,94734,111662,129208,117432,135939,127010,138657,139851,139114,144204,142612,126641,142685,152043,153443,144320,150551,153422,152180,146265,150655,142297,149048
MD,Petroleum,353293,348291,369798,374135,391729,410386,432689,412962,439144,465137,528963,587909,650963,695344,671759,593744,607423,617824,627558,601001,533066,496729,472197,486336,518002,484683,485990,516303,533837,571920,505878,492641,494480,518543,521655,483580,503262,510445,543751,569264,548060,567294,548507,571171,590627,609336,552897,549593,523903,531199,508001,488403,475021,487521
MD,Solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,41,42,46,50,52,52,52,52,50,48,46,43,42,40,69,75,83,97,142,239,334,840,1911,2987
MD,Total Consumption,715459,714339,766784,799208,849860,904871,944998,963902,1010417,1045089,1083392,1106501,1146215,1217364,1149010,1068684,1164387,1157984,1185717,1236555,1130091,1087927,1054021,1080545,1176679,1096678,1144469,1163344,1216668,1188404,1063257,1113715,1118073,1177764,1185080,1197426,1231388,1247958,1270468,1303656,1314198,1267876,1269676,1329243,1353361,1384041,1308524,1336103,1289744,1268120,1258607,1208041,1147266,1162112
MD,Wood and Waste,23838,23591,23878,25283,25807,27094,28335,29439,31024,31321,31772,30687,32430,32570,31819,31785,34710,38515,41272,43645,32634,30470,37580,33511,38973,39228,35048,30957,32536,36827,26519,26869,27672,32028,32125,36801,40451,36547,34558,35947,36049,20844,20982,27109,28044,26307,24378,24099,24729,29357,28554,27621,27549,31145
MD,Wind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2630,3061,3069
ME,Biomass,29178,28844,28994,29001,30076,30050,30605,31635,32693,32785,29478,29616,32322,32490,33864,32705,38004,41017,45596,48018,96018,99961,96140,109362,108141,107924,91360,88489,91780,118406,108995,117335,122617,124594,120409,126184,124116,124454,113231,120655,126280,118705,112125,100123,102306,119042,110344,118365,141290,109224,114477,114073,94504,116988
ME,Coal,20408,19505,17821,12541,8082,7992,7401,5618,4592,4272,2166,2301,1402,1418,1957,1311,1050,603,719,778,3008,3141,6935,5895,4951,5093,9294,6849,6906,6757,10413,15409,27500,17377,17631,10995,9827,8966,7294,6864,9980,7875,8000,7481,7336,7059,6618,6583,5908,1652,2279,1542,1299,1657
ME,Ethenol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381,562,803,4111,5229,4862,4991,5105,5858
ME,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6,7,9,10,11,13,16,49,61,70,68,72,72
