State,MSN,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
TX,Hydropower,11859,13143,8446,5009,4748,7771,8195,6043,13790,13279,10550,9220,8615,17663,17035,20052,11080,12199,7923,12448,10171,11972,10738,11648,10767,14636,20603,22482,12751,15034,18657,23216,27284,18416,15788,17565,9925,18289,14529,11455,8456,12403,11429,9077,13027,13324,6566,16254,10243,10040,12310,5471,5562,4580
TX,Natural Gas,2815483,2831993,2959563,3044428,3040492,3181456,3404262,3638596,3836859,4024717,4203877,4482576,4531777,4746155,4584002,4046930,4074690,4254885,4329773,4131399,4226105,4052341,3503025,3335519,3556198,3514373,3312929,3435413,3665187,3886116,3877833,3824190,3768324,3925166,3885073,4037539,4268665,4231566,4377957,4138086,4550106,4389908,4449191,4180256,4043094,3625119,3549528,3631641,3657223,3485553,3694976,3805524,3969949,4137387
TX,Nuclear Energy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40201,105722,167823,207582,256502,130321,300448,379842,375656,392031,405846,384141,391670,398535,371923,348485,421660,398994,430593,429577,425682,434024,432036,414881,402823,400353
TX,Petroleum,1558527,1579111,1659393,1840141,1963858,1995577,2112436,2180870,2352938,2549765,2621400,2684253,3009638,3311415,3328733,3236113,3497050,3903469,4164877,4578967,4471095,4289787,4042884,4020170,4231430,4221956,4349561,4396301,4649951,4679610,4791526,4819706,5022621,4967971,5190792,5167773,5545128,5917058,5990370,5898080,5821670,5825923,5977151,6029105,6217190,6038413,6176519,6030305,5506886,5415789,5798613,5833518,5961319,6259523
TX,Solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356,378,424,430,441,471,487,506,505,570,589,569,570,569,572,567,557,568,597,663,791,1193,1859,3082,4005
TX,Total Consumption,4487435,4520210,4726534,4984169,5113602,5296378,5640307,5936834,6326881,6715048,6971008,7302599,7718060,8322020,8182223,7610907,7938930,8599472,9073515,9465002,9552812,9329698,8627731,8516910,9028994,9063265,9030712,9254541,9830228,10246935,10386145,10405630,10615683,10670445,10979906,11175757,11887552,12296551,12477485,12132343,12500047,12285558,12555781,12360120,12508282,11910907,12072073,12084290,11706291,11312551,12110979,12449364,12532743,13134460
TX,Wood and Waste,38296,38880,39275,37709,39136,41196,43785,43901,49149,51073,52207,51251,58945,60439,59656,55820,64884,70366,76252,77273,55648,58540,69690,64123,76243,78838,89695,94355,96117,109811,95973,96362,105781,98038,97504,99476,98843,102604,93655,78136,81486,70681,81349,78914,74834,80163,77699,84487,100010,64157,79672,86209,86459,92094
TX,Wind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,854,828,816,3272,5020,12271,27021,26020,31427,42368,66165,89019,159881,195455,256109,296805,306550,342270
UT,Biomass,2219,2132,2044,2008,2148,1956,1938,2060,2216,2284,2303,2303,2543,3145,2612,2893,3257,3811,4492,5332,4492,5875,6051,6505,6910,6931,6469,3637,3859,3549,3445,3608,3785,3794,3552,3580,3872,4397,4919,6242,6658,4667,3717,3673,3633,5372,5005,6463,7570,7039,7712,9204,9555,10525
UT,Coal,90967,81964,65575,62411,71031,75449,79119,72396,73920,78445,78777,78743,77580,98848,107648,115740,101774,132845,143943,170907,168254,175686,159560,160238,185637,199366,188954,273790,337985,349724,366842,344365,363056,370982,380866,361424,359984,375105,396129,384060,403068,384453,370551,379185,399704,405546,382757,391386,395878,364994,356148,346181,322055,355230
UT,Ethenol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,205,41,18,2,3,5,4,2,23,67,0,0,75,0,1030,876,996,1310,347,266,129,2147,1807,3122,3775,4345,5029,6695,7112,7649
UT,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,1144,1793,1707,1799,2238,2004,2365,2347,1942,2463,1920,2463,2226,2159,2113,2088,2165,2815,2539,2534,2503,2562,2325,3294,3490,3449,4027,3993,3851
UT,Hydropower,3275,2459,4148,3691,8003,9545,8235,11206,10575,11673,7776,10312,12691,11537,9828,11181,11717,7898,7601,8303,8533,6512,10710,14663,14519,10646,14756,8919,6123,5859,5289,6543,6230,8866,7742,9990,10846,13728,13406,12835,7611,5253,4657,4266,4506,7844,7407,5325,6583,8152,6785,11952,7116,4818
UT,Natural Gas,72441,79168,87938,88494,99071,99810,95740,97068,101626,110888,114377,113876,116399,116335,115206,117952,138603,100999,113322,120980,124990,109703,110526,118449,124247,123750,99706,106906,117778,123414,126913,142458,132362,149255,146416,166860,168059,172248,177960,169255,173439,167582,172365,163527,164153,168770,197894,231125,237414,223646,229078,230672,232630,258858
UT,Nuclear Energy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UT,Petroleum,127596,126745,136678,136231,136717,142254,154303,151597,161349,170153,165832,179967,186459,190476,199810,203941,207222,211934,216814,213515,200417,168473,166753,176921,176097,174131,188240,192306,196739,190214,193286,205381,201772,206110,210829,228316,242721,245634,251520,257585,269139,262037,258905,276712,277735,289925,312508,302950,283547,269900,267329,287450,280106,290184
UT,Solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,41,40,41,40,52,52,55,52,51,48,46,43,41,42,40,39,41,48,56,77,111,171,280,385
UT,Total Consumption,298717,294600,298427,294843,319118,330970,341273,336387,351902,375727,371368,387504,398215,423486,437716,454600,465830,461298,490664,524369,511178,472124,459651,483281,514720,522899,506387,590902,668142,678582,701265,708367,713378,744783,755472,775722,791872,817787,851062,838380,868707,830866,816767,833617,855938,885371,913178,946084,942148,885894,882692,904425,871988,939526
UT,Wood and Waste,2219,2132,2044,2008,2148,1956,1938,2060,2216,2284,2303,2303,2543,3145,2612,2893,3257,3811,4492,5332,4492,5875,6047,6505,6705,6890,6451,3635,3856,3544,3441,3605,3762,3727,3552,3580,3797,4397,3888,5366,5662,3356,3369,3407,3504,3225,3197,3340,3795,2694,2683,2508,2443,2876
UT,Wind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,1557,4368,5565,6698,5150
VA,Biomass,56072,53854,54344,55094,54594,54205,56102,53364,55705,56790,55458,54593,55879,55520,54757,53223,66836,66356,73069,79204,76307,75457,83784,83257,91294,93080,85690,79373,82405,94082,92001,96061,99299,105242,111101,115575,124385,115131,112523,115338,109264,84587,72635,92056,101164,116462,118521,121796,129091,128389,119506,116123,118243,132181
VA,Coal,316395,328073,345482,360181,370395,386296,386377,369977,383807,328714,275311,230247,198893,195912,176954,169188,202247,187029,170626,213734,231849,264301,259723,275468,306947,297127,303266,337881,342900,384191,355067,379934,379542,397271,371724,385108,428703,432781,438490,444542,506961,487601,482759,464353,452557,458452,433606,458200,415102,334605,346161,288348,222270,290508
VA,Ethenol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,254,373,1023,2281,3191,2621,2379,2524,1320,1266,952,179,960,3,3310,2557,3191,2730,3090,2909,5133,6768,7131,5583,14389,18782,23282,29825,33012,30765,31711,32259
VA,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,125,152,179,205,216,239,279,305,364,384,384,442,481,643,715,830,917,1031,1163,1392,1569,1764,1701,1701
VA,Hydropower,13634,12602,13334,9174,8987,9234,7953,8410,8157,7369,7254,11771,14609,13694,11328,13637,9208,7448,13328,15977,9264,3813,9830,12725,12337,8833,781,8692,-1970,4421,13621,11271,11273,13539,11823,10261,14771,10420,13086,6971,7263,10480,8832,18038,15856,14842,13402,12338,9962,14431,14636,11760,9933,11961
VA,Natural Gas,68431,73034,79884,86240,91963,98615,125287,119364,125708,132739,140072,147758,159705,156669,146811,123625,125855,120734,136935,136958,161015,155379,155040,147232,148750,144897,146664,165253,170234,180848,192084,188719,221204,248973,261606,284332,270581,259936,271542,287330,278198,246654,266981,272437,285757,311736,283497,331110,310740,330625,385931,383527,424050,433664
VA,Nuclear Energy,0,0,0,0,0,0,0,0,0,0,0,0,4836,74765,66437,98782,85506,102103,154249,76758,125071,196535,192897,203636,184824,236905,224429,189468,223036,150955,252065,250424,244334,238323,265782,264092,276085,284220,285716,295742,295361,269003,285549,258633,295272,291357,287938,286019,291932,295072,277729,267334,300992,306430
VA,Petroleum,442354,429629,441857,468792,479267,513665,534048,556005,585151,660577,745761,812034,860897,884395,853531,824492,856758,901042,878517,886599,738081,648509,604158,628053,672254,683572,741592,775054,803275,788528,752648,731453,725060,743330,756436,751969,771473,803207,815891,831187,873849,892831,861503,941777,1003459,1005043,973890,978988,895586,840792,830380,780751,809886,816637
VA,Solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,123,129,130,130,131,134,137,140,142,143,143,143,156,193,210,236,306,385,474,569,616,749,916,1046,1105
VA,Total Consumption,952958,951046,989245,1034575,1059800,1116220,1165869,1160484,1214233,1242979,1279314,1310996,1350698,1436475,1364575,1336170,1413246,1451068,1499793,1488434,1417894,1419417,1389103,1433418,1507449,1557227,1587831,1634788,1701980,1697039,1749502,1753927,1780073,1851995,1889674,1927078,2010728,2021161,2050167,2096891,2180609,2076277,2051512,2140170,2256180,2315490,2230677,2311752,2183237,2074311,2096167,1966646,2006364,2126368
VA,Wood and Waste,56072,53854,54344,55094,54594,54205,56102,53364,55705,56790,55458,54593,55879,55520,54757,53223,66836,66356,73069,79204,76307,75404,83417,82674,90020,90532,82218,76446,79720,91271,90442,94517,98100,104802,109892,115362,121001,112462,109221,112524,106096,81614,67446,85255,94033,110879,104132,103014,105810,98564,86494,85358,86532,99922
VA,Wind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VT,Biomass,7943,7149,7251,6766,6556,6932,6807,6669,6872,6662,6472,6815,6181,6143,5782,6600,8023,9372,11450,12716,14432,14343,13818,15971,16132,17254,12962,12765,12630,9085,5278,6317,6477,8114,8340,9119,9114,9024,8090,8400,8773,8043,11228,12217,9988,12216,12598,12424,13881,19428,19041,17185,16060,20791
VT,Coal,3507,3906,3019,3352,2730,2707,2198,2059,1884,2074,2129,1942,1355,1473,1469,744,579,719,477,595,537,1030,1264,1164,1394,1982,653,315,284,236,201,307,508,145,124,74,42,2695,53,2016,26,50,25,25,25,25,27,34,0,0,0,0,0,0
VT,Ethenol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,235,340,1767,2592,2369,2380,2463,2520
VT,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6,6,8,8,10,11,14,20,25,28,27,29,29
VT,Hydropower,9396,8219,8431,7229,6944,7464,8750,8498,8214,9447,8244,7778,9774,11005,10352,9761,11302,10001,9055,9624,8449,10482,8849,10583,9904,9635,10910,10367,9074,10927,14199,10986,9530,10116,10715,10030,12733,10902,12176,12227,12456,9137,11342,11685,11892,12107,15064,6391,14711,14502,13140,13843,10555,12269
VT,Natural Gas,0,0,0,0,0,0,906,1374,1674,2391,2679,3066,3817,4212,4785,4005,3700,4025,3819,4398,3951,4352,4340,4324,4829,4958,4954,5113,5494,6064,6678,6988,7573,7225,7282,7263,7466,8314,7828,8129,10552,8014,8401,8451,8720,8406,8064,8876,8667,8681,8502,8679,8290,9746
VT,Nuclear Energy,0,0,0,0,0,0,0,0,0,0,0,0,1828,17422,27708,39220,36013,38097,35456,37521,32497,39362,46222,31298,36170,31860,21776,36927,43615,38171,38267,43072,39105,35421,45106,40541,39899,44776,35226,42418,47432,43559,41378,46317,40231,42491,53287,49337,51163,56067,49986,51351,52283,50639
VT,Petroleum,46659,50504,52518,52543,49592,58935,64331,63739,67654,69763,73901,73673,77426,78933,69951,68994,78993,78020,78232,71434,61655,58659,53104,57954,65701,68474,69194,75723,78549,77576,72022,77576,81998,81517,80689,80552,84653,86611,83144,83849,88195,89341,84603,87130,95367,90777,89052,87230,79394,84011,79949,78728,74415,77715
VT,Solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,7,7,13,17,20,23,24,28,29,30,32,35,39,46,58,71,104,129,184,330,500,730
VT,Total Consumption,75448,76927,78470,76656,72378,82970,89799,89008,93170,96999,99897,100089,106562,125331,125829,135924,146633,149606,149939,149004,135953,142571,141415,137265,150262,151417,133411,153975,162276,151150,141929,151569,151675,150659,160609,156715,163041,171369,154631,165611,176366,166348,168349,178195,176372,178409,190865,176905,181922,202384,190006,187650,179209,194962
VT,Wood and Waste,7943,7149,7251,6766,6556,6932,6807,6669,6872,6662,6472,6815,6181,6143,5782,6600,8023,9372,11450,12716,14432,14343,13818,15971,16132,17254,12962,12765,12630,9085,5278,6317,6477,8114,8340,9119,9114,9024,8090,8400,8773,8043,11228,12217,9988,12050,12363,12084,12114,16836,16671,14805,13597,18271
VT,Wind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,125,125,106,110,114,115,106,104,101,113,136,322,1017,2252
WA,Biomass,58533,57882,59084,62312,65254,66250,67111,63608,67282,67221,66521,67168,66974,66238,65173,64299,71386,78315,81043,77454,88272,95075,91303,104755,110696,112416,118265,123278,128220,109212,94426,75058,99563,103527,104383,92951,90894,96456,90163,91642,92090,94771,93588,101376,94479,88608,111777,89202,94940,104800,115340,114713,112975,118766
WA,Coal,15231,15709,15652,13194,11827,12134,11134,8265,6977,7065,5860,6396,36581,64974,54167,76241,81205,102385,84724,99003,90956,90872,74069,80210,82282,93669,63279,95700,99099,96650,85575,89085,106087,97804,106884,69790,90901,80465,103476,96875,106240,99441,100832,118207,112539,112284,69150,95737,94601,84048,94934,56951,42656,74955
WA,Ethenol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,60,64,71,49,202,455,460,643,711,836,3894,6745,7785,2561,1136,2154,2894,2461,2774,2016,5851,5626,1887,7330,8041,10122,17666,20467,17776,18337,17512,18235
WA,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,77,96,116,133,153,174,218,241,313,341,341,343,370,494,553,642,683,728,788,902,1013,1262,1136,1136
WA,Hydropower,369596,397880,417596,451952,492089,515280,550134,614437,668963,705605,729600,750108,787585,717005,861367,871063,979802,695150,921159,823176,863361,979462,916871,900136,871017,804970,824820,727530,707279,746181,909829,932377,706614,693923,676477,850742,1018675,1063894,813870,991813,818762,565565,795189,726537,716902,720674,813434,779148,765033,711823,666221,892101,851343,745678
WA,Natural Gas,67207,72805,84281,93433,113935,116216,124827,135245,148065,153481,158242,165279,179823,207952,191311,171236,154881,149077,133338,165950,135466,131189,114412,111802,131970,139983,121793,136092,150595,167988,167616,179395,180769,229616,263176,264474,283909,268141,303307,302262,297569,322413,240494,255839,269572,272167,271034,279429,307085,319739,294871,272261,271947,328011
WA,Nuclear Energy,0,0,0,0,0,0,11497,23287,44091,40475,28693,27667,31500,48321,43409,36432,26568,46468,45301,39301,22269,22523,40206,38098,57614,85377,89276,57728,63616,64745,60762,44346,59605,74946,70444,72938,58691,65526,72556,63598,89744,86159,94484,79360,93660,86016,97341,85051,96886,69385,96588,50293,97808,88408
WA,Petroleum,356855,363095,373278,379914,393192,405844,432316,447730,498744,516495,506730,520439,555945,572839,539159,548903,558421,600559,621741,621079,594833,600930,582096,524040,599104,607620,676129,701609,735574,761702,763310,761740,847845,766755,803667,818672,822121,825636,826244,851788,839072,771735,743027,729216,751792,776443,804080,831532,786117,759076,746927,738444,758479,731385
WA,Solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,370,370,380,382,382,380,376,367,355,341,305,281,247,210,175,138,139,146,173,211,288,411,548,679
WA,Total Consumption,925955,965253,1008975,1063117,1141551,1181974,1264130,1356180,1501404,1557563,1562167,1604225,1725382,1743567,1819759,1832473,1943649,1750269,1968349,1903417,1883429,2015085,1910126,1863544,1963080,1956131,2011491,1964849,2012238,2055763,2176105,2157192,2100247,2070294,2129645,2262813,2456585,2497038,2300301,2490187,2336099,2035380,2165956,2118647,2141489,2150539,2289707,2274270,2276604,2189651,2177811,2301994,2312671,2274613
WA,Wood and Waste,58533,57882,59084,62312,65254,66250,67111,63608,67282,67221,66521,67168,66974,66238,65173,64299,71386,78315,81043,77454,88272,94938,91109,104439,110326,112047,117727,122457,127395,108226,93429,73889,95374,96463,96294,90131,89664,94158,87123,89066,89202,92656,87636,95670,92552,81253,103736,79080,77274,84333,97564,96376,95464,100531
WA,Wind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4238,6112,7378,4984,10292,24095,36041,34867,46289,60845,62803,66829
WI,Biomass,39155,39133,39130,38860,38951,39414,39521,39383,40963,40262,38333,38430,40603,42430,44525,44874,52438,55515,66214,69131,165342,174255,170138,190778,191071,191268,136568,136503,141966,108476,82007,83398,85250,79885,84819,89355,100037,102686,92523,95660,95095,106111,84497,98241,87382,126160,122049,124477,137799,128157,137892,135966,132883,133836
WI,Coal,304624,307795,310326,319255,333408,347925,370695,360809,356191,373891,381558,337268,333641,310735,278640,272045,303970,307515,296054,321063,327310,327327,324150,352824,363416,360704,371384,386561,394074,389885,394460,405601,395035,403278,424867,441615,454596,486597,472029,480722,499233,494043,491990,488239,499212,522521,462732,465083,480712,425941,458442,447370,373281,454554
WI,Ethenol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,8,15,98,115,86,170,477,679,1696,1474,1234,1360,2986,4725,5527,2857,2416,2708,6913,11057,9158,8713,14184,12894,16006,19607,20106,22633,20754,20460,20706
WI,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,79,86,92,98,91,97,103,110,114,129,129,143,156,203,220,252,292,354,421,525,592,574,615,615
WI,Hydropower,25814,21486,22565,16253,16029,22276,21371,21620,24866,22542,19980,23363,25043,25389,21096,21193,17132,19003,24563,23745,21970,22386,25315,26886,24411,26594,25264,16425,15363,15394,20954,26264,24837,25634,22987,24527,27877,25362,17818,20294,20255,21247,25585,18663,19838,17400,16650,14985,15925,13605,20603,20859,14486,18880
WI,Natural Gas,93792,117658,141294,156163,173946,204093,229393,253737,278560,324186,344241,354746,326921,373480,386865,372097,320512,354397,375286,372258,354672,327533,315752,301791,307516,311449,281637,281600,319683,332749,311237,333845,334868,352383,360445,385342,408101,404959,372082,385142,397553,363022,388007,397869,385999,415583,376559,403947,415109,392485,376627,399247,410305,450169
WI,Nuclear Energy,0,0,0,0,0,0,0,0,0,0,1725,37596,35547,64894,92144,113356,118450,117864,128208,113175,108111,107201,113696,101404,116513,116623,118477,118109,121546,114802,118793,115234,117350,120424,120370,115258,106305,41093,98586,120120,120059,120168,129991,127310,123966,103535,127657,135416,127039,132653,138812,120962,149845,121994
WI,Petroleum,392571,390961,404597,411174,410982,412558,430696,459146,475159,490602,510176,513520,532332,550735,527288,524499,570303,583004,606235,565113,475168,440040,437535,431322,441176,437576,442035,447100,479004,487460,478723,478571,476550,503235,516750,522463,548948,551793,569054,610729,603951,611652,613101,589640,615421,611542,603496,601865,579423,542059,546188,530126,518615,525625
WI,Solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,207,211,217,221,223,240,244,236,234,222,204,194,187,181,168,158,174,207,283,347,456,605,767,791
WI,Total Consumption,895111,916166,957042,980565,1012267,1065680,1131197,1174078,1216702,1291745,1334346,1343353,1334690,1410093,1395083,1392938,1435243,1492813,1562774,1533616,1617915,1572997,1556724,1595783,1635174,1635483,1511934,1522801,1613603,1557508,1488466,1526608,1519449,1565042,1615372,1668000,1745998,1715274,1714717,1808433,1831357,1823194,1817214,1814966,1814315,1914245,1820607,1855862,1874433,1748781,1799610,1775300,1722221,1829475
WI,Wood and Waste,39155,39133,39130,38860,38951,39414,39521,39383,40963,40262,38333,38430,40603,42430,44525,44874,52438,55515,66214,69131,165342,174255,170116,190770,191056,191170,136453,136416,141796,107998,81327,81702,83776,78650,83460,86117,95062,96911,89420,92999,92142,98954,72173,84474,72359,101985,97098,92442,93315,82636,86746,87297,86142,87441
WI,Wind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,28,747,470,988,1037,925,1006,1080,4800,10267,10619,11540,14822,14864
WV,Biomass,13367,12565,12784,12629,12204,11903,12112,11521,11625,11484,10703,10269,11834,12015,11795,11740,14116,14479,17673,21121,11850,10631,14112,11717,13740,13998,20438,18024,18820,11935,5009,5250,5680,7167,7016,7229,7275,5925,5094,5248,5621,5283,5247,5746,5890,12654,11443,12669,17280,27438,25598,25403,24250,30024
WV,Coal,354418,386400,391870,438083,467210,477365,520023,543103,601879,624054,612375,618797,716520,810162,841804,817441,872351,847721,785705,828830,857779,877497,807953,826149,898445,871750,877243,871744,915425,932539,873485,802006,812735,821171,890802,871336,913619,937708,978340,993017,977817,866590,993467,978415,937062,959657,958880,983259,955628,742922,848129,822645,756716,771188
WV,Ethenol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,387,224,166,113,18,16,2,0,27,438,1083,1425,1530,388,550,778,4261,5772,6163,6088,6315,6274
WV,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,10,10,12,12,14,15,17,23,27,31,30,32,32
WV,Hydropower,10097,11101,10971,8400,9462,8657,7989,10950,9948,9946,10449,12012,12937,12214,11985,11058,10643,9840,9579,12754,11571,11392,11691,11672,11879,11052,10979,10475,10196,13633,13471,11118,13145,11485,11818,12299,14735,11630,11077,9513,11740,9836,10842,13730,13204,14474,15597,12398,12298,16064,13340,14118,13622,16590
WV,Natural Gas,155554,168291,159207,163925,172374,176111,179195,157423,189957,176295,186535,183553,204916,191905,186565,164297,157204,150605,156607,152059,147624,154468,136141,120214,130959,125018,121128,123734,131544,139427,129005,118823,137666,144246,155098,157816,164286,170349,151873,147675,157926,150543,155536,135367,129359,124984,126316,124555,119617,118643,121780,124935,140133,151312
WV,Nuclear Energy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WV,Petroleum,126836,132084,139429,130107,130690,137163,140988,140801,148114,150607,154540,160847,170922,178428,181242,198331,216469,235570,225120,234290,217943,205413,192540,198280,199771,194503,182959,193370,201258,209661,207783,199406,197995,198365,207436,207149,186137,199292,213555,204336,206845,218672,230039,213111,232018,231838,237063,236451,226341,194459,197862,191838,187582,191090
WV,Solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,32,32,32,32,32,39,46,44,43,41,38,36,33,30,43,44,46,51,57,59,69,92,116,125
WV,Total Consumption,673639,723006,727045,765773,804144,823102,872419,875319,973148,983870,985305,995747,1128963,1216739,1245186,1214607,1284899,1272694,1212357,1270175,1258617,1270031,1176549,1179749,1268534,1230319,1233185,1235371,1296063,1319161,1233794,1141885,1172933,1189632,1279217,1263097,1293373,1330873,1365076,1365086,1365616,1256254,1400513,1353877,1325092,1357858,1362526,1383725,1352386,1134296,1241570,1215176,1158939,1203614
WV,Wood and Waste,13367,12565,12784,12629,12204,11903,12112,11521,11625,11484,10703,10269,11834,12015,11795,11740,14116,14479,17673,21121,11850,10629,14112,11717,13740,13998,20438,18024,18820,11935,5009,5250,5293,6942,6849,7116,7257,5909,5092,5248,5594,4846,4164,4322,4360,12266,10893,11891,13019,21666,19435,19315,17935,23750
WV,Wind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,1719,1614,1539,1723,1656,3862,7246,9163,10712,12238,13229
WY,Biomass,1623,1536,1448,1430,1466,1550,1497,1412,1584,1532,1566,1583,1324,1462,1462,1569,1725,1986,2596,3000,2739,3335,3361,3670,3748,3812,4315,3120,3255,2727,2173,2448,2038,1981,2449,2089,1529,1528,1373,1404,1516,1126,1112,1199,1197,3269,2927,3569,4123,3211,3330,3971,4162,4702
WY,Coal,15763,20100,23749,30292,32379,34454,41450,39826,43608,55566,63488,58819,80086,102406,109107,128034,179069,230740,228079,268946,268122,318915,333591,313646,359414,405502,336607,428126,445702,425603,459772,450771,491324,467772,490891,463533,474076,468350,516261,496169,506147,499817,480360,493897,500526,490940,489325,494955,500109,473912,484239,467671,490128,520699
WY,Ethenol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,2,2,2,0,0,1,27,78,286,476,541,614,467,169,11,0,0,0,0,0,0,0,552,555,981,1228,1494,1735,2194,2417,2567
WY,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,649,649,649,649,649,649,649,649,649,649,671,671,671,673,714,718,745,693,644,569,591,598,670,663,663
WY,Hydropower,6552,6737,10298,9211,9147,9243,9608,8229,9976,11460,10562,13748,12167,12562,14734,11657,10822,7951,10178,10905,11511,8790,8883,12097,13423,11157,11904,7999,8145,7098,6705,7680,6574,8118,9256,8234,12737,14101,13688,11967,10314,9084,5937,6010,5941,8083,8365,7210,8231,9434,9989,11890,8502,6782
WY,Natural Gas,52828,59326,61189,55041,55437,54805,62891,69619,75649,96068,112526,117938,128728,110445,95363,81434,82478,78354,79758,87157,73114,73130,91105,85642,89951,86363,78780,86362,86728,86892,101316,103129,130703,110499,112252,103848,107588,107907,116505,101660,105975,103990,117386,120434,111877,112863,112929,145985,147129,147220,154759,161776,158546,156185
WY,Nuclear Energy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
